Text,Rating,Sentiment
"aplikasi Instagram ini bagus banget,cuman nga bisa posting video yg berdurasi panjang",5,Positive
Tidak dapat update untuk pause video. Dan sangat lama untuk dapat update,1,Negative
saat membuat reels yang kita buat tidak auto save jadi saya mengulangi mengedit di Instagram buat tambah menyapekkan orang,2,Negative
bagusss cuman pas unduh data informasi skrg jadi lama bngt waktu itu paling lama 1j sekarang 2j ga selesai²,5,Positive
Aplikasi Yg Sangat Menarik Dan Sangat Berguna Untuk Mencari Peluang Bisnis Dan temen Sekitar,5,Positive
"bagus banget,sayang ny pas di update igny filter yg bgs hilang setelah selesai update",5,Positive
"semakin lama semakin ga jelas, akun yg udh lama tiba tiba ga bisa dibuka, makin aneh aja ig sekarang",1,Negative
"Instagram mulai ga jelas, 3 akun di ban sekaligus, gimana cerita nya, kecewa kenagan semua ilang, temen "" lost kontak semua",1,Negative
"kenapa fitur memberikan catatan pada reales itu di hapus atau di tiadakan, padahal itu sangat menarik",4,Positive
Video nya sering ngelag mau udah diupdate atau pun belum jadi kurang suka,4,Positive
Ka Gimana caranya agar status ig yg masih aktif ga sengaja kepencet arsip terus giman cara munculinnya lagi kaa nyari tutorial kesana kemari ga nemu2,5,Positive
"keren lah ni aplikasi, minus fiturnya kayak pilih kasih gitu antara android dan iPhone",5,Positive
"Instagram adain bisa lihat siapa yang share konten kita dong. Adain larang share juga di postingan, privasi",3,Neutral
untuk sekarang Instagram masih bagus bagus aja dan moga aja kedepannya makin berkembang 👍,5,Positive
"bagus fitur-fitur baru nya tapi susah untuk menghapus banner yang ada di profil instagram ini, Kira-kira gimana ya caranya hilangin nya?",4,Positive
"apasih ini ig bikin saya badmood terus, video yang tadinya HD pas di up ke Insta story jd BURIK.",1,Negative
klo nyari filter yang bagus pasti tidak ketemu tolong di perbaiki,4,Positive
"tolong ubah tampilan instagram kaya semula dulu lagi, jangan kaya sekarang bikin feeds jadi keliatan jelek 🙂🙂🙃🙃",3,Neutral
"susah"" pilih foto buat postingan malah gambarnya hitam terus padahal udah nyoba 5kali dasar",1,Negative
ingin mengapload Musik ke story tapi masih belum berfungsi dengan baik,1,Negative
"berat, ponselku mati kalo buka, cuma bisa versi lit aja",4,Positive
"ga bisa login di hp satunya padahal udah pakai no hp, email bahkan ganti password tetep ga bisa",3,Neutral
kenapa tiba tiba fitur sorotan sama catat an setelah di update tidak ada ?,1,Negative
"assalamualaikum, aplikasi Instagram sangat bagus apa lagi untuk memposting foto dan video",5,Positive
cerita tidak tersimpan ke arsip pdhal di pengaturan cerita sudah otomatis masuk arsip tpi pas udh 24jam ga masuk arsip hadeuh,2,Negative
bisa gk sih gk usah bikin akun di private gara gara bawah umur? soalnya gw pengen publik tapi gk bisa. tolong ya jangan update kayak sampah,1,Negative
"gabisa berharap lebih soal kamera story, berharap bisa 30 fps",4,Positive
Aplikasi favorit setelah tiktok bisa jd lahan cuan yang berkah bagi saya & keluarga 🙏🏻,5,Positive
Aplikasinya bagus sih. sayang aja isinya kebanyakan pengguna flexing,4,Positive
"yang baru yang sudah ada di tambah kan login new biar gak muter muter mau , mau login akun lama ku gak bisa bisa 😭😭😭",3,Neutral
"hallo instagram, saya mengalami kesulitan saat melakukan akses login karena akun saya ditangguhkan saya dilaporkan oleh orang tidak bertanggung jawab, saya mohon untuk segera mengatasinya, teruma kasih.",4,Positive
"Tidak tahu kenapa filter nya di hp saya jadi hilang semua, gabisa simpen filter",1,Negative
udh bagus apk nya cuman dia aku gk bisa sorot cerita yang udh aku buat di sg aku tolong perbaiki,4,Positive
"sudah bagus tapi kok sekarang catatan di postingan hilang ya? tolong adain fitur catatan postingan lagi dong, terimakasih 🙏🏻🙏🏻",5,Positive
"mending tambahin fitur matiin iklan dah,muak ngeliat iklan judi padahal udah di setting sama report",1,Negative
"bagus ,fitur lengkap,dan fleksible di jaringan lemah atau kuat.",5,Positive
baguss sihh tapi kenapa aku kena bandingan gitu padahal aku ngga aneh aneh yah jadii ngga bisa masukk ig,5,Positive
"sangat kecewa,karna setiap postingan story saya tidak tersimpan ke arsip story 😡",1,Negative
skrg dikit dikit suruh update kalo ga ga bisa nyimpan foto,2,Negative
instagram versi web nya kurang bisa dipake buat ngonten ..makasih udah mempersulit,1,Negative
4 duluh ya soalnya Masih belum paham cara buat konten yang pas di iG ini kalau saya suda berhasil saya tambahin 1 bintang lagi oke ☺️,4,Positive
"suka banget ngebug dah, abis up sg 24 jam gada di arsip, tiba tiba hilang",1,Negative
Sangat menyenangkan.....penggunanya di seluruh dunia. jadi kita bisa tw semuanya😘,5,Positive
ig bisa ga kalo orang lagi liat reels gausah dipaksa buat usap reels selanjutnya?,1,Negative
"Sekarang asyik nermain di instagram, banyak pilihan dari fitur yang menyenangkan.",5,Positive
aplikasi yang sangat bagus karena seru bisa nonton berbagai video jkt48 idola kuu makasihh instagrammm,5,Positive
Aplikasi yang lengkap dan praktis digunakan untuk menykmpan photo atau video.,5,Positive
"kebanyakan update terus, kalau mau upload stpry IG harus update lagi, dehhh bikin susuah aja",1,Negative
Semua oke hanya kurang dari segi grafik kiriman foto.,4,Positive
"saya lebih suka main Instagram ,karna menurut saya info atau beritanya lebih cepat aja daripada medsos lainnya yg saya pakai👍😊",3,Neutral
aplikasinya sangat bagus saat meng edit video atau foto,5,Positive
"knp ig (Instagram) ku gabisa ngeliat story vidio org ya? aku udh minta bantuan tpi gada perubahan sm bantuan samsek sm Instagram nya, tolong ya",2,Negative
"Dari dulu saya bermain Instagram,piks kata gw Kren si. Cuma minusnya kuota nya boros. Terima kasih.",5,Positive
"Mantab...kebebasan berpendapat dan bersuara bisa disalurkan lewat Ig, dgn aturan yg berlaku, jadi tidak Asala bersuara dan berpendapat tanpa ada sumber yg jelas",5,Positive
kenapa fitur tambahkan catatan di reels ig di hilangkan tolong kembalikan fitur itu,3,Neutral
kenapa gak bisa tag orang difoto sekarang padahal udah disimpan,3,Neutral
"Tolong, Pihak Instagram kembalikan akun instagramku yang kau banned, secara tidak langsung akun Threads ku juga kena imbasnya. Aku tidak komentar aneh-aneh kemarin, tiba-tiba di banned paginya, apa jangan-jangan aku terlalu banyak ngasih LIKE ❤️ ke akun2 18+, itu hak privasi saya. Sudah aku ajukan banding tapi belum ada tanda-tandanya balasannya. Tolong kembalikan akun IG & threads saya. Aku sudah DM akun instagram Official.",1,Negative
"Filter ig yang di cari selalu tidak ada,cape nyari filter filter di ig pas di update hilang semua filter yang di cari juga selalu tidak ada Saya harap filter ig di kembaliin lgi",1,Negative
ini gmna sih kok audio nya banyak tidak tersedia,1,Negative
ini kenapa ya semenjak di upgred ga jadi ga bisa login lagi,2,Negative
"klo buat ntn video suka nge closed sendiri ini,mana belum selesai ntnnya 😑",3,Neutral
"Aplikasinya Sangat Bagus Tetapi Tolong Jangan Di Hilangkan Fitur Nambahin Lagu Di Catatan Trus Ada Liriknya, Balikin Pliss Yang Ada Liriknya",5,Positive
"Woy min ini knp dah IG gw gak bisa masuk ke akun gw udah 4 hari nih gak bisa masuk yang bener lah, semenjak update jadi gini!!!!!!!!!!!!!!!!😡😡😡😡",2,Negative
"kenapa tiba² akun saya di nonaktifkan, ada masalah apa dengan akun saya, saya juga tidak pernah membuat konten yang merugikan,",1,Negative
"sering keluar sendiri padahal sinyal bangus, ada apa ini? tolong segera di perbaiki",1,Negative
aneh padahal ga ada melanggar peraturan/komunitas instagram malah di nonaktifkan permanen akun ku ga jelas banget nih developer,1,Negative
seru banget aplikasi Instagram ini bisa bertemu temen temen yang anda suka i mokok nya seru banget gitu,5,Positive
"baguss bgtt bisaa fotoo,jdi kaliann waajibb yaa klo mo fotoo ke ig ajaaa bagusss efek² nyaa 🤓🤓❤️❤️",5,Positive
"Seruu bisa ngeposting vidio keren kita dan ramai yang suka, Alhamdulillah",5,Positive
"baguss,,kerenn tapi aga sedih waktu fitur catatan reels di hapuss padahall berguna bangett huhuu",5,Positive
"Dari bintang 5 menjadi bintang 1, karena tidak bisa lihat tanggal postingan. Tolong balikin agar bisa liat tanggal postingan",1,Negative
"Instagram tolong balikin feeds yang dluu, jangan kaya reels, terima kasih 🙏",1,Negative
Saat aku mau pakai aplikasi nya saya harus login lagi padahal saya sudah login kok login lagi saat saya coba gk bisa akhir nya saya hapus,2,Negative
"woi ini kenapa gak bisa disroll kebawah padahal udah didownload ulang, benerinlah🗿",4,Positive
sering bug (keluar sendiri) padahal sebelumnya aman² saja,2,Negative
"susah amat edit foto di ig, edit posting aja gak bisa",3,Neutral
"Instagram aku gak busa dibuka karna lupa kode autentikasi dua faktor nya. tapi tidak ada solusi, mau pakai jasa takut gak bisa dipercaya",2,Negative
"Aneh banget, udah ganti password terus gabisa login di aplikasinya sendiri katanya salah password, pas coba login di web bisa, konyol, dan ya gatau ini di Install di handphone aja ga guna, gabisa masuk akun sama sekali",1,Negative
"knpa ya akhir"" ini sering kali di update nya tolong perbaiki lagi🙏",3,Neutral
Jelek banyak bug dan error tiap mau login selalu error ada gangguan katanya padahal internet lancar sinyal aman,1,Negative
kenapa kok gak bisa dibuka aplikasinya perbaiki gak wehhh😭😭😭😭😭😡🤬,1,Negative
"aplikasi Instagram sangat bagus,bisa untuk berbagi cerita,menonton sosmed orang lain dan berteman dengan orang asing",5,Positive
saya mau daftar tapi ga bisa ada bacaan halaman saat ini tidak tersedia gimana nih saya mau daftar tapi gabisa saya coba pake akun saya sama gabisa gimana sih,1,Negative
Instagram sangat bagus dan menarik buat orang yg lagi badmood,5,Positive
"gak ngapain-ngapain pas buka ig ada halaman ""anda mengajukan banding"". kecewa beratt😭🤧",1,Negative
Update nya gak ada dan tiktok nya macet macet jaringan saya juga lancar aja,2,Negative
"Selalu pembaharuan, tapi tampilan berandanya berantakan, bukan yg baru tapi yg berita lama, gimana ini min",1,Negative
kenapa Instagram aku tidak bisa masuk dan eror kenapa tolong diperbaiki,1,Negative
udh 2 hari aplikasinya ngebug terus di hpku. gak bisa dibuka aplikasinya,3,Neutral
Mau login susah amat .. bilangnya gada koneksi internet dan kesalahan jaringan padahal jaringannya baik² aja . Tolong diperbaiki,1,Negative
"Akun saya tidak bisa dibuka. ""Maaf, kami tidak dapat meyelesaikan permintaan anda. Coba lagi beberapa saat."" Ini sudah terjadi lebih dari 16 jam. Beranda mau pun yang lain, tidak bisa dibuka. Tolong segera diperbaiki updatenya. Terima kasih",3,Neutral
"Gak bisa upload video story, tambah jelek apk nya. Gak bisa dipake jualan. Kasih bintang 1 aja",1,Negative
"knp ig ak kalo masuk in teks gbs digasi bling"" lagi sih, pas sblm update bisa, org"" jg ak liat msh bisa",1,Negative
instagram saya sudah 2 hari tidak bisa di akses setiap di buka pasti bacaannya terjadi kesalahan coba sesaat lagi.,1,Negative
"Apk sampah, cma lupa sandi doang mau login nya susah nya ampun, katanya suruh masukin nama pengguna atau email, giliran di udh di masukin jawaban ada masalah mulu",1,Negative
instagram udah bagus banget tapi tolong kembalikan fitur kisi profil biar bisa pisah reels dan foto di feed😭😭😭,4,Positive
filter nya pada ilang semua filter kesayangan gw jadi ilang dan setiap gw cari lagi nggk muncul mau hapus instagram aja,1,Negative
"kenapa akun utama tidak bisa komentar story, sedangkan akun kedua (SECC ACCOUNT) bisa... semoga masalah ini bisa masalah ini bisa di selesaikan MOHON🙏🙏",2,Negative
"balikin font nya yang kayak dulu woi, yang lama, hadehhh abis update bugannya malah tambah bagus, malah bikin akun ig yang kayak ig kelas, osis fontnya anehh",1,Negative
"ini kenapaa ya? semua akun Instagram ku ditangguhkan, udah ganti email dan nomor telepon yang beda. tapi masih seperti itu, aku sangat kesusahan😓",2,Negative
Knp apk ini tdk ada photobooth Kenapa efek yang udah di download hilang dan gak bisa dicari lagi di pencarian efek,1,Negative
terlalu banyak iklan dan kalok baru download masuk saluran orang gak bisa langsung ke kekiriman 2025,2,Negative
"saya baru bikin instagram udah harus mengajukan banding,padahal saya belum upload apapun mohon kebijakan dari aplikasi instagram",1,Negative
"Tolong konten makan makan yang dibagian pencarian saya di ilangin dong, setiap mau scroll selalu aja ketemu, bikin makruh aja🗿",1,Negative
ig beberapa minggu bermasalah tidak bisa lihat komentar padahal semua update aktiv dan tidak ada blokiran,1,Negative
"ig lama"" tol0l banget masa udah follow orang terus udh di folbek juga ama orang nya nah pas balik lagi malah balik ke semula/awalnya belom di follow njir aneh banget",1,Negative
semejak update saya nggak bisa lihat audio yang tersimpan di cerita tolong perbaiki yahhh😃,1,Negative
"bikin akun nya susah banget padahal udah masukin nomer telpon, alamat Gmail,dan banyak dah jadi aku gak bisa pakai nya yaudah aku biarin aja cape aku urusin nya aku gak akan guna in kalau gak bisa bisa huh sia sia kuota ku",3,Neutral
"Dengan Instagram, lebih mnjangkau hasil kerja untuk memperkenalkan hasil kerja dilakukan , terimakasih atas Instagram",5,Positive
knpa ya efek efek yang bagus jadi ga ada mau di update takut makin jelek tolong dong perbaiki lagi,2,Negative
Di akkun sy ada history dan rells yg tidak bisa diliat atau nge lag macet terus Tolong diperbaiki,1,Negative
Sangat membantu dalam hal apapun..dan meningkatkan kinerja penjualan saya... terimakasih team Instagram 🫰❤️🥰,5,Positive
lagi lagi ya Instagram akun ku di tangguhkan entah kenapa tolong yaaa Instagram kerja sama nyaaa padahal saya tidak pernah melanggar apapun hal buruk di Instagram. tolong kembalikan akun saya seperti semula 🙏🏻🙏🏻🙏🏻,1,Negative
"Suka sama apk ny, tpi filter untuk foto foto sbagian ilang (pdahal udh dicari), sama pas mau follow akun orang lain mlah gk bisa",2,Negative
"lama lama update an gajelass kegedean data jadi lemot pemakaiannyaa buat status di ig pdhl udah di hapus tapi tetep ke kirim di perbaikin lagi gajelas bangett lama""",1,Negative
"udah 3 harian ini ig gua ga bisa buka komen, pas di buka komen kosong, padahal sebelum dibuka komen banyak bgt, kenapa ya bgtu? sebelumnya ga pernah",2,Negative
Saya sudah suka Instagram tapi kalau liat video jangan mulai berhenti terus sama kalau liat video suka lag pliss di liat oleh pembuat Instagram,1,Negative
maaf baru bisa ngasi bintang 4 karena di akun saya live nya gak bisa dan harus nunggu usia 30 Hari akunnya supaya bisa live tolong di perbaiki ya 👍supaya orang seperti saya bisa melakukan live streaming ya tolong bantu di perbaiki dengan bagus dan teliti supaya bisa live streaming,4,Positive
"saya setelah update,lirik lagu saat mau diposting itu tidak bergerak jdi tolong knp ini",3,Neutral
"Sangat bagus buat postingan dan reel, tapi agak kurangnya kenapa tdak bisa siarang langsung",4,Positive
"suka banget sama instagram⭐, karna di instagram itu komplit banget deh pokoknya👍🏻. semuanya ada di aplikasi ini😉..",4,Positive
"Kenapa pas sudah selesai di download malah nyuruh hapus aplikasi lain, padahal memori telepon masih ada 1 gb yg kosong.",5,Positive
menyenangkan bisa up photo ATW video original ku dan menggunakan sound yang bisa di pilih sesuai selera,5,Positive
Instagram ini sangat bagus tapi kok sek filter ku yang bagus ilang semua ya tolong dikembalikan pliss😭☺🙏🙏,5,Positive
Saya tanpa instragam tidak bisa sepede ini saya bangga sekali bisa memiliki apk instagram terimakasih instragam bisa membuat saya sepede ini pokoknya al you the best,5,Positive
"Ngasih komentar yg sesuai kena pembatasan , tapi pihak IG jg gak memfilter setiap reels / video yg membawa contoh buruk dari setiap unggahan ... bego apa bego? makin eneg lama2 liat aplikasi IG auto uninstal.",1,Negative
"saya sebenernya suka sm aplikasi ini, tp beberapa hari komen2 yg di postingan kok gak bisa dibuka ya.., padahal ada tanda klo banyak yg komen",3,Neutral
"ini kenapa gabisa login sih daritadi, udah restart hp, bersihin cache, ganti pw, masih gabisa login",1,Negative
"weiii balikinnn filter ig nya ga!? karna sudah di hilangkan filter ignya, akupun kehilangan pap dari orang tersayang ni gegara gada filter ig, berani² nya yee",1,Negative
"tolong dong instagram kalo liat following ig akun lain jangan default, tetap berurutan aja seperti biasa.",5,Positive
"Lagging saat membuka komentar, konten yang di putar berasa frame drop sampai 2fps",1,Negative
Kenapa ya setiap aku bukak story yg ada cumn lagunya doang vidionua nge bug abis di update mlah kek gini tolong dong bantuannya🙏🙏,2,Negative
sukak sama aplikasinya cuma mines nya klo nonton reel nya lama pasti muncul Mulu tapi gak papa,5,Positive
"G bisa login setiap login keluar terus padahal udah berkali kali dicoba,bikin kesel",1,Negative
kenapa pas ngeupload story suka ngga ke up padahal jaringan bagus dan udah di update aplikasinya...,2,Negative
tolonk yh edmin. supaya mengembalikan ukuran feeds ig lagi. motong nya malah tambah ribet. thanks,1,Negative
Aplikasi ini sangat bgs saya suka menggunakan nya karna bisa dibuat komunikasi live dan scroll,5,Positive
"Salut sama keamanan Ig sekrng ternyata bgus yah🥰 i like, tapi kalau bisa di perbarui lagi apknya , dan ....",5,Positive
"ini kenapa fitur dibawah semua, kdg mau ngirim foto mau diedit pake tulisan jadi gabisa tolong diperbaiki",1,Negative
"knpa IG aku klo dibuka muncul layar hitam trus ya,udh diupdate,diintal ulang jugs tetap aja kyak gtu.",2,Negative
"apaan dah skrng udh gabsa nambahin story ke sorotan, padahal dulu bisa. Di akun ke dua saya juga bisa tapi akun pertama doang yang gabisa, heran banget dah tolong dah di perbaiki",1,Negative
Ini knp pas di cari efek ig yang saya ingin kan ga muncul yaa lagi ada bug atau gimana devlopr,2,Negative
"mau unggah story suka muncul ""kesalahan"" atau ""cerita tidak dapat diungggah"" padahal wifi lancar!",1,Negative
"Sebentar2 banned, dikit2 ujaran kebencian, dikit2 loading, dikit2 lama lama jadi bukit.. sekarang jd sering ngubugs lg asik2 liat reels, ehh tetiba ngebugs bbrp mnt.",1,Negative
"bagus, tapi tolong kolom komentar di story nya jangan di batasi jadi yang komen ga muncul komennya karena sudah penuh sama yang duluan komen, tolong kolom komennya di perluas, terimakasih",5,Positive
"Tolong aktifkan kembali akun saya yang ricesucker, jika ada yang saya langgar ya beri tahukan ke saya, ini gaada info sama sekali, saya sangat kecewa dengan pelayanan Instagram yang seperti ini.",5,Positive
"ig nya rusak, ngga bisa liat on chat, lagunya macet, harus update lagi nih ig nya",1,Negative
"Kenapa setelah update story Instagram yang berbentuk video, video nya tidak berjalan",4,Positive
mohon pihak Instagram bisa mengatasi siaran langsung sebab saya tidak bisa melakukan siaran langsung dan muncul keterangan akun anda tidak memenuhi syarat @d.dynzherotree_03,2,Negative
"IG saya sering menunjukkan ""SEDANG AKTIF/ONLINE) padahal saya tidak membuka Instagram, Tolong diperbaiki",3,Neutral
"instagram sangat bagus, karna saya bisa melihat berbagai video reel yang sangat menarik mantap dehh",5,Positive
"sudah beli kuota tetap tidak bisa di buka sudah di hapus data uninstall install kembali cuma loading tidak berujung, kecewa saya",1,Negative
"akun saya selalu ditangguhkan, katanya harus ganti sandi tapi pass diganti malah ga bisa, truss manaa gaada ngirim sms pdhl udh masukin no yang bener, plss lahh akun saya selalu ilang karna hal itu, sedihh banget demii😭😭😓😥🤧",2,Negative
"tolong dong,kenapa ngirim pesan ke temen ga bisa ya?padahal jaringan bagus tapi ga ke kirim² aneh banget",1,Negative
"saya gabisa akses konten Instagram yg saya simpan, selalu eror. tolong diperbaiki dengan segera!",1,Negative
kok harus 10+kali lebih ngesher ke orang baru bisa muncul fitur download sih aneh apa cuma gua yang ngalamin nya,5,Positive
"maaf ya bantuannya ini saya sudah lama download apk ini dan sudah punya akun terus baru-baru aja saya masuk instagram tiba-tiba ngk bisa,caranya gimana ya??",1,Negative
"Tolong pihak instagram, akun saya segera di pulihkan lagi. Susah bgt, sudah email, sudah isi form. Tp masih di nonaktifkan jg.",5,Positive
Tolong normalkan kembali filter musik ig soalnya d akun ig aku ngak bisa di cari lagi filter yang ada musiknya,4,Positive
Tingkatkan fitur - fitur lain nya dan perbanyka fitur AI agar lebih mantab.,5,Positive
min tolong update in highlight nya bisa di archive donggggg❗❗😾 sama durasi soundnya pas mau bikin sg jangan 15 detik doang minimal 1 menit🙏🏻😚,5,Positive
Aplikasi nya bagus dan seru banget cocok buat di tonton sebelum tidur atau kalau ada waktu luang itu menyenangkan 😁,4,Positive
"Semakin random nih apk, tiba tiba suruh ajukan banding dikarenakan tidak memenuhi std nya, padahal nggak ngapa-ngapain loh",1,Negative
bagus sih. Tpi kadang-kadang kek gak bisa masuk ke ig doang minus nya,4,Positive
"sekarang aplikasinya gk kayak dulu cepat, banyak bug dan terkadang out sendiri",3,Neutral
Ig tolong kasi fitur CROP/POTONG biar kalo mau update foto bisa disesuaikan jadi lebih baguss-!! 😄,4,Positive
sangat tidak suka dengan instagram yg sekarang ini. main blok akun orang. main blokir akun orang. mau komen juga dibatasi. uda gak seasyik dan gak sebebas dulu lagi. mending pindah ke sebelah aja lebih aman,1,Negative
"plis dong min, followers nya kayak tiktok, jadi tau mana yang follback mana yang engga biar kalo mau unfol ga perlu cek satu satu plissssss",4,Positive
APLIKASI TIDA JELASSSSS Hobi banget nambah nambahin fitur fitur ga berguna bikin spknya tambah berattttttt Giliran fitur yang penting penting malah di ilanginnnnnnnnn BALIKINNNN GAAA FITUR SCHEDULE NYAAAA CEPETTTTTTT 👊😡,1,Negative
"apk ini baguss bangett sukaaa... minesnya cuma updet nya lama bangett, orang² udah lama ad coment melayang nya aku kagakk.. :')",4,Positive
"ni aplikasi hari hari ada aja anj bug nya kaga jelass, ngebug mulu, makin update makin banyak bug",1,Negative
"untuk update kedepannya,mohon buat notifikasi khusus untuk pesan dong😔",4,Positive
"Kata nya di android udah bisa kirim gif di komentar-!?, tapi kok di saya gak ada? Padahal udah saya update tetep gak ada!!. Tolong di perbaiki ya!!!",2,Negative
"akun gw tiba' ke report padahal akun gw gak ada yang aneh aneh kesel bgt gw akun yg di rawat dari nol tiba' ke report gitu aja mana gak bisa di bandingkan lagi, kalopun udah di banding kode verifikasi ny gak bakalan di kirim",1,Negative
"Tolong min ig nya bermasalah,pas aku mengupload video nya lama kali mengunggah,tolong di perbaikin dulu Aku mau buat video terimakasih",5,Positive
"Keamanan ny kurang,tingkatkan lagi dong gmna sih,sering error tidak bisa di buka",1,Negative
lumayan bagus sih. cuman kecewa nya filter yg lama nya aja hilang sendiri yg bagus² 😑,3,Neutral
bintang 1 gak cocok krna udah banyak. tp makin ksini makin bnyk jeleknya. masak audio ngecil sndiri,1,Negative
tolong ditambahi fitur hapus like semua sekali hapus untuk sekarang baik baik saja tolong di update tambahin fitur fitur terbaru,3,Neutral
"Gk suka banget sama fitur catatan tu trus ga suka juga sama fitur percepat video 2x, mengganggu banget",1,Negative
"Setelah sering update kok malah sering ngeleg,,pdhal jaringan bagus.",1,Negative
"My fav apl, maunyaa biar makin seru tambahin fitur main game biar bisa mabar sama yg saling mutualan (kaya Facebook dulu)",5,Positive
"tampilan musik di profil ilang terus, padahal saya sudah pasang musiknya. harus di uninstall dulu baru ada lagi, kenapa min?",5,Positive
Sekarang ig dikit¹update padahal baru brp hari di update udh gitu klo mau bikin sg kesalahan terus padahal memo gda yg penuhhh,2,Negative
anehh makin banyak ngebug nya heran fitur nya juga banyak yg ilang dan gabisa di coba juga,1,Negative
"Ig kenapa semakin ke sini akun saya tiba tiba tidak bisa follow beberapa akun padahal sudah di follow lama tapi tiba tiba tidak ke follow dan ketika mau di follow tidak bisa, padahal pengikut saya tidak banyak",1,Negative
"Sejauh ini bagus, dan semoga kedepannya tambah maju dan menambah fitur-fitur editan reels bertambah banyak dan bagus👏",5,Positive
Instagram bagus untuk saya mudah dan praktis hanya sistim notifikasi yang menurut saya masih kurang.,4,Positive
"Applikasi yg sangat membantu saya dalam bersosial dengan dunia luar serta memberikan informasi yg sangat update untuk saya yg sangat udik, sekian Terima gaji🤣",5,Positive
"Aplikasi sudah bagus,Tpi masih update terus menerus sangat tidak nyaman untuk Iyen lurr.. mohon di perhatikan",4,Positive
"kenapa instagram ku ngelag terus ya? susah nda enak nih tolong diperbaiki, dah di perbarui jg masih ngelag",1,Negative
gabisa login ke aku yang lagi dipake malah login ke akun yang dulu tolong ya aku yang ini sangat penting malaj gabisa login,1,Negative
"duhh saldo dana saya tiba"" kepotong 75.000 tolong kembalikan saldo saya karena saya sangat membutuhkan nya, sepertinya itu tidak sengaja kepencet berlangganan",3,Neutral
udah 3 hari kolom komentar gda yg muncul. ada 2rb komen. pas d klik kosong. uda d update uda sgla mcem ttep sma.,1,Negative
"Emmm selama ini si gak ada masalah ya, tapi kalo bisa kalo ada yang berhenti mengikuti itu ada notifikasinya biar tahu siapa yang berhenti mengikuti akunku kan kalo ada notifikasinya bisa berhenti mengikuti orang yang berhenti mengikuti akunku",5,Positive
Maaf saya kasih 2 bintang karena sekarang error kalo mau share video 16:9 ... Tolong diperbaiki ya pihak Instagram ☺️,5,Positive
tolong ya Instagram diperbaiki lagi pengin ke seperti dulu nggak pernah kena bug 🙏🙏,1,Negative
"Sejauh ini saya nyaman menggunakan Instagram, semoga kedepannya bisa lebih di tingkatkan lagi dalam fitur² nya",4,Positive
"sudah bagus. tapi tidak bisa save video, error terus, tolong di perbaiki",3,Neutral
apk ini membuat saya menjadi lebih percaya diri lagi buat tampil lebih berani saya juga bisa belajar banyak hal tentang apapun yg saya tidak ketahui saya juga mempunyai banyak teman gara gara apk ini trimakasih IG ❤❤,5,Positive
udh bagus si kenapa kalo akun lupa sandi trs kita nyari pake username/nomer/Gmail selalu aja ada masalah trs suruh coba lagi kan gajelas banget,2,Negative
"apk nya bagus tapi kenapa akun ku log out sendiri padahal aku tidak pernah log out dari akun,bahkan membuat akun baru saja tidak bisa",3,Neutral
lelet banget kalok di bukak kadang balek lagi saya kira penyimpanan saya yg penuh rupanya ngak saya cek jaringan saya jugak nga,1,Negative
lagu yang saya mau pilih kenapa selalu muncul bahasa Inggris semua? tidak bisa cari lagu Indonesia,4,Positive
fiturnya sangat memudahkan pengguna untuk bermain sosial media... masih menjadi aplikasi favorit sampai saat ini.,5,Positive
makin kesini makin jelk ni apk masa iya kita ga bisa nglian sorotan orang lain pdahal tadinya bisa benerin dong bugnyaaa,1,Negative
Bagus banget instagram apk yg paling perlu dan bisa berkomunikasi dengan teman teman ig🙏🏻😇,5,Positive
"Posting foto feed ukuran 1350x1080 pixel diandroid tidak bisa, feednya jadi kacau (berantakan) perbaiki ini untuk android",1,Negative
"ko akun akuu ngga muncul ya fitur buat nambahin sorotan,soalnya kmrn aku Uda ngatur ngatur tapi tidak bis si munculkan",2,Negative
"Cool itu dlu,, tapi skrg kok kalo buka timeline nya scroll nya kejauhan,, ga nyaman aj,, keliatan gj ni lama2,, buruan benerin gih,,",5,Positive
"Sumpah ini bagus banget, efek nya bagus, semua lagu adaaa, cuman sayang nya gabisa slowmo",5,Positive
ini kok aplikasi ya Instagram kenapa ada kata coba lagi apa ada masalah dengan aplikasi semoga aplikasi jangan eror lagi,5,Positive
"Tidak dapat melakukan update app, mesti sudah uninstall dan download ulang tetap tidak bisa",3,Neutral
aplikasi kasi bagus tapi tolong perbaiki pencarian nya gak ada muncul filter tolong perbaiki 🙏🙏,1,Negative
kirim notifikasi tutorial ig profesionalnya min.. biar ada tambahan untuk biaya anak sekolah... hehehehe... 😄,5,Positive
IG saya ga bisa search lagu untuk posting story... pemutaran video suka nge freeze...,2,Negative
"Kenapa saya tidak bisa membuat akun atou memsaukan akun saya, padahal Sudah update jaringan bagus tapi menggapa tidak bisa tolong di perbaki",1,Negative
"kenapayaa udah 2hari gabisa buka ig, crash gitu. selalu kembali sendiri klo buka ig",3,Neutral
"aplikasinya mantap lah, tapi kenapa yaa kalau ngetag orang di status kadang gak bisa",4,Positive
Gedek Woiiii Epek ig nya lama bget loding muluuuuu tolong dong yg bikim ig jangan ada loding² nya cuman itu kurang nya saya jadi gak suka tolong dong perbaiki lagi!!!!!!!!!!!!!!!!!!!,1,Negative
"saya buat rating rendah karena beberapa hari ini Instagram kenapa yaa,gabisa dibuka,saya buka apknya selalu mental,tolong dong ini gimana kebijakannya",1,Negative
