reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,label_sentiment
09dd0dca-1178-4867-81aa-b2ca5b38be19,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"mohon jangan hilangkan fitur audio tersimpan di halaman story ig, udah nyimpen lagu yang enak malah harus nyari lagi gegara fiturnya dihapus, cape jir",4,2,371.0.0.36.89,2025-03-12 11:54:14,,,371.0.0.36.89,Positive
e0854ca6-3764-4b29-8be2-7606c253f9b4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Tolong dong kak, instastory saya ga bisa di post sebulan ini🙏🏻, setiap posting selalu gagal dan ada peringatan kesalahan. Padahal kondisi jaringan saya baik🙏🏻😁.. mohon segera di perbaiki terimakasih..",2,1,370.1.0.43.96,2025-03-10 09:44:34,,,370.1.0.43.96,Negative
b4597f35-30b2-4120-8ad3-6a8c6d3cb99f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagus tapi kalo mau di update tidak bisa tolong di perbaiki iy semua nya bgus tapi atu aj yang gak bisa🙏🏻🙏🏻🙏🏻 tolong ya semua nya harus di perbaiki dan kalo bagus terima kasih banget massa saya taru vt saya di galeri gak bisa,3,1,367.0.0.43.89,2025-02-18 07:00:26,,,367.0.0.43.89,Neutral
ae3e69f9-34ff-4e7a-8df3-c6eca26a6b3c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Kenapa sekarang setiap post igs selalu jadi buram :( jadinya kan susah.. tolong diperbaiki lagi ya semua fiturnya agar tidak buram.,4,2,368.0.0.45.96,2025-02-24 11:53:27,,,368.0.0.45.96,Positive
476c9bc9-2291-407f-a878-0c70c9ba569f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"entah kenapa akhir-akhir ini konten sensitif banyak bermunculan di reels gw, padahal sebelumnya ngga ada, banyak reels Pembunuhan, Kecelakaan, Darah, Operasi, dan Ibu melahirkan. Bruhh.. gw ngga pernah liat begituan tiba-tiba aja kok pada muncul konten sensitif, sampe mual gw 🤢🤢",1,0,368.0.0.45.96,2025-02-26 17:45:52,,,368.0.0.45.96,Negative
eeb8b412-4f33-4bb4-9e74-d4e7849eea80,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Ig makin ksni makin ga guna bgt,akun tiba2 dibikin hilang kyk gitu pdhl ga pernah posting aneh2 ,tolong dong diperbaiki lagi aplikasi nya skrng udh gak nyaman pake aplikasi ini , akun saya yg saya pake bertahun2 dan smua kenangan2 ada dsitu hilang,bnr2 ga guna bgt",1,0,369.0.0.46.101,2025-03-10 04:32:54,,,369.0.0.46.101,Negative
5a94bb0a-91cc-4bdd-97a8-a8398282097a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aku suka deh sama instagram karna kalo mau buat JJ rimex pake foto aku semua kalo gak pake instagram dan efek jelek akunya jadi makasih banyak aku suka ama instagram kata yang lain juga aku cantik makasih iyaa instagran solusinya aku suka sama aplikasi ini ya cuman gak papa sih kalo ada gangguan karna gantinya itu aku sukaaaaaaaaaa banget sama aplikasi satu ini salam dari bogor😁🙏🏻,5,2,370.1.0.43.96,2025-03-09 08:11:49,,,370.1.0.43.96,Positive
5c44a6c1-381f-4ece-a0c3-7879fb143e48,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Story video jadi burik, pdahal udh pake setingan 4k, pas liat diakun sendiri bagus, pas liat pake akun yg lain juga ttp bagus ga kekompres, kok sekrng giliran video udh dimasukin sorotan malah jadi burik bgt pas liat pake akun yg lain, tolong diperbaiki, di-update bukannya makin bagus malah makin jelek bgt, minimal video jangan dikompres lh.",2,2,370.1.0.43.96,2025-03-13 19:23:02,,,370.1.0.43.96,Negative
721ab0c1-29ce-44c7-b4c6-89d27da36099,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Saya login dan berhasil masuk, tetapi setiap saya buka feed/timeline, aplikasi selalu tiba-tiba berhenti. Ketika saya buka profil, tidak terjadi apa-apa. Tapi kembali ke feed, aplikasinya keluar sendiri. Kemudian saya mencoba buka akun melalui browser, tidak terjadi apa2 di feed saya. Saya sudah ganti password dan keamanannya. Kenapa ya? sangat mengganggu.",5,591,371.0.0.36.89,2025-03-22 01:24:45,,,371.0.0.36.89,Positive
3e41cb83-8ebc-41d7-b995-8037526e8307,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"min kenapa kok punyaku gak bisa menambahkan template sg, mesti ""tidak dapat menambahkan template"" padahal udh di update sampe didownload lagi ternyata tetep aja gitu!!!",2,1,372.0.0.48.60,2025-03-27 01:53:29,,,372.0.0.48.60,Negative
122d9691-5fa9-4fa9-a287-a54670a4f703,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"kenapa kalau ingin buat sorotan ig lama banget ya. padahal koneksi lancar, tapi buat HP makin panas dan boros batrai. mohon diperbaiki utk kedepannya",2,2,372.0.0.48.60,2025-03-27 06:55:55,,,372.0.0.48.60,Negative
439258c7-5571-4e66-988a-999deb1d3d1d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"yallah ini tolong kenapa dana tbtb kesedot ke apk ini perasaan tidak pernah berlangganan sama sekali tbtb ketarik otomatis di akun DANA saya Rp. 92.130 sepertinya tidak sengaja kepencet fitur langganan tolong kembalikan uang saya, saya menbutuhkannya",2,1,371.0.0.36.89,2025-03-14 08:00:12,,,371.0.0.36.89,Negative
faa46957-9452-4c05-8b37-9fe2c8b76000,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"IG Story kalau didownload, musiknya nggak bisa nempel...njengkelin Kalau klik search, munculnya gambar cewek cewek telanjang banyak banget. Ganti aja namanya jadi Ins*xgram kalau emang tujuannya jadi perusak mental manusia",3,1304,368.0.0.45.96,2025-02-26 06:35:52,,,368.0.0.45.96,Neutral
18a9b749-8bce-4af0-b9b6-fca2e68d65b6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Bagus bagus aja sih. Tapi ada satu kekurangan masa instagram nya suka error gabisa dibuka dan langsung keluar sendiri, itu aja sih mohon diperbaiki ya",4,0,368.0.0.45.96,2025-02-22 14:22:43,,,368.0.0.45.96,Positive
0421915f-ea74-4703-b97a-35f7274015e7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Saya sangat-sangat kecewa dan kesal kenapa cerita saya di arsip tidak ada?! Padahal story yg di arsip pengen ku jadikan sorotan karena banyak kenangan. Kenapa cerita di arsip saya banyak yang hilang??!! Tolong developer, sistemnya diperbaiki lagi dan SAYA INGIN ANDA KEMBALIKAN SEMUA CERITA SAYA DI ARSIP SAYA YANG HILANG!!!!! SAYA HARAP ANDA MENDENGARKAN MASUKAN SAYA (ANDA HARUS)!!! KEMBALIKAN CERITA DI ARSIP SAYA😭😭😭😭😭‼️‼️‼️‼️‼️",1,0,368.0.0.45.96,2025-02-26 16:32:32,,,368.0.0.45.96,Negative
b8c3556e-01e2-4d7f-9b9e-07dc0a9b29e0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Makin di update makin ga jls padahal sinyal bagus penyimpanan masih oke kenapa kadang suka keluar sendiri klo pas lgi. Dibuka maaf aku kasih rating 1 dulu tolong perbaiki lgi,1,1,367.0.0.43.89,2025-02-13 18:00:40,,,367.0.0.43.89,Negative
809535d0-2f59-40fe-b671-1cd7f7160fc8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"udah bagus sih,, tapi kalau nyimpen filter lama nanti hilang sendiri,, dulu pdhal bagus bagus filter nya,, sekarang yg bagus malah hilang,, tolong diperbarui lagi yaa 🙏🙏",4,0,372.0.0.48.60,2025-03-21 22:55:37,,,372.0.0.48.60,Positive
553e2900-3596-4281-b589-d8906795f6d3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,saya mengucapkan terimakasih ke Instagram.karena kita semua bisa berprestasi juga menambah pengalaman bagi saya juga bagi yang lain nya yang mempunyai kemauan tampil di media ini kita bisa mengambil hikmah nya dari semua tong tonan menjadi tungtunan bagi kita semua bisa mengambil yang terbaik membuka hati kita untuk ke baikan kita untuk masa depan yang lebih baik,5,5,373.0.0.46.67,2025-04-04 18:50:08,,,373.0.0.46.67,Positive
0bcca725-ed04-4ea4-930d-afcfbd1925f6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"bug setelah update, text ga muncul kalo lg edit story di ig, munculnya saat udh di upload, kan jadi bingung ngatur nya",1,2,372.0.0.48.60,2025-03-22 20:17:28,,,372.0.0.48.60,Negative
dc7ba2f4-17d7-4a51-9a70-c4f944241130,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Instagram sekarang kenapa udah kek darkweb? Banyak konten kekerasan, kecelakaan, bundir, dll. Padahal di pengaturan sendiri udah di setting untuk gak nampilin konten kek gitu.",1,1,367.0.0.43.89,2025-02-28 11:49:43,,,367.0.0.43.89,Negative
e894f394-928f-4008-b326-27ac0d3c5d4e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasi ini bikin orang stres, kesalahan 1.bug banyak mau foto malah gambar nya ada di atas,2.banyak vidio yang tidak sopan,pokonya masih banyak kesalahan di aplikasi ini dan tolong segera di perbaiki!",1,0,370.1.0.43.96,2025-03-08 13:28:13,,,370.1.0.43.96,Negative
ef0ed3bd-c3cc-4b31-8c10-6280f53c2d91,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Perbaiki lagi sistemnya. Masa ketika klik kolom komentar malah tidak muncul komentarnya, padahal di postingan ada tercantum komentar. Jaringan dan cache sudah diperbaiki, tetapi masih saja tidak keluar komentarnya. 😠",1,6,372.0.0.48.60,2025-03-19 05:28:32,,,372.0.0.48.60,Negative
cfc526e0-5f5a-4ea9-bec5-5f58921d5697,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Biasanya pas buka muncul iklan lucu"" dll tapi sekarang mlh iklan dikit dan harus scroll ke bawah baru muncul semua mohon bantuannya thx 👍",1,1,369.0.0.46.101,2025-03-04 14:34:33,,,369.0.0.46.101,Negative
becf568f-fc73-4fe4-939a-81b9fee49e54,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Tolong dong kenapa Instagram kalau buat story tidak bisa fullscreen jadinya malah ditengah aja ya? sebelum diklik cerita anda full tapi kalau udah jadi story tidak full,2,1,372.0.0.48.60,2025-04-03 08:16:14,,,372.0.0.48.60,Negative
f0318e35-c292-48c0-9041-b67c45cef86d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Tolong yang berkaitan dengan game, applikasi walau Notifikasi dimatikan, kalau berhubungan dengan game bersangkutan, berpengaruh performa hp. Tolong benahin, No comen.",1,1,370.1.0.43.96,2025-03-13 11:05:44,,,370.1.0.43.96,Negative
c35d3f76-95bf-45f8-881c-7e3c574e56c1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"tolong dong algoritma saya benerin. udah banyak konten sampah yang masuk fyp saya, sudah saya tandai tidak tertarik tapi masih aja muncul konten sampahnya, mohon ditindaklanjuti",4,1,372.0.0.48.60,2025-03-21 08:40:55,,,372.0.0.48.60,Positive
c09f8f17-76d5-48e5-9593-726f96ed6a36,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Makin kesana makin kesini update bukannya makin bagus malah makin nge bug filter pun pada hilang ,,ditambah akun tiba² ilang ke blokir dari sana nya pusing deh bukannya makin bagus di update tuh malah memperburuk",1,4,368.0.0.45.96,2025-02-27 12:12:49,,,368.0.0.45.96,Negative
36b7a73a-09a7-42af-a23d-f09c47dd7ef3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"ya allah tolong kembalikan saldo dana saya tiba tiba ke tarik otomatis aja se nilai 47.730rb itu sepertinya tidak sengaja kepencet fitur langganan nya saya mohon kembalikan uang saya,saya sangat membutuhkan nya.",1,1,372.0.0.48.60,2025-03-23 14:11:05,,,372.0.0.48.60,Negative
d189302e-4b4d-4a42-aac6-8316867fc412,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Banyak iklan penipuan, iklan judi online, dan iklan konten dewasa. Instagram hanya mementingkan keuntungan AdSense, tanpa memikirkan resiko bagi pengguna yang menjadi sasaran calon korban. BISA DIPERBAIKI TIDAK..!!!",1,2,370.1.0.43.96,2025-03-08 06:25:23,,,370.1.0.43.96,Negative
10fcf055-8938-4db4-b67a-dffb28178716,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Ini kenapa ya, setiap aku mau buka insta malah keluar sendiri, belum sempet dibuka, padahal baru dipencet apk nya eh masa udah keluar.. tolong dong....",1,0,370.1.0.43.96,2025-03-09 04:25:19,,,370.1.0.43.96,Negative
577a25e9-794a-4b39-8171-83d5ac9d8bff,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"apaan ig ny aneh banget masa yng lain bisa ada komentar story di aku ga ada, udah di instal udah di update tapi tetep aja ga bisa aneh banget udah di setting benerapa kali juga teteo ga bisa",2,1,369.0.0.46.101,2025-02-28 13:28:31,,,369.0.0.46.101,Negative
f288e4bd-3719-46dd-ae36-d18b1138cf9e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Kenapa menu template di cerita sy tidak pernah muncul, jd ketika mw menambahkan template dari cerita tmn tidak bisa selalu ada masalah katanya, tolong solusinya",2,0,370.1.0.43.96,2025-03-09 21:59:15,,,370.1.0.43.96,Negative
5cabdf8d-4d47-4a9f-bf5a-17ec2aa8702c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Lucu ya Instagram ini. Kalau saya yang lapor komentar gak pantas dari orang lain, gak dianggap melanggar peraturan. Tapi kalau saya yang dilaporkan, langsung deh gak bisa komentar a.k.a dianggap melanggar peraturan. Ada sentimen apa kalian dengan saya?😒 plus, tolong ya bisa gak jangan suka loading reels baru setelah saya tinggal buka apps lainnya. ada wallpaper yang mau saya unduh, langsung hilang. mana belum sempet saya save pula. 😒",1,2,371.0.0.36.89,2025-03-29 09:10:01,,,371.0.0.36.89,Negative
81e5f681-80db-4a03-bb1d-8368480d668b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"kecewa banget sama apk ini ga ada apa-apa tiba' ga bisa login ga bisa masuk pas di coba login melalui hp lain tetap gabisa, gapernah se kecewa ini sama apk ☹️☹️💔💔💔",1,0,370.1.0.43.96,2025-03-07 09:26:27,,,370.1.0.43.96,Negative
3d596fe2-974e-4619-a1bb-b0b60094c534,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Semua nya sudah bagus, tapi akhir' ini saya memiliki kendala pada ig yaitu ig saya selalu terkeluar, padahal hal itu tidak pernah terjadi sama sekali, tolong perbaiki lagi dong ig nya",2,1,368.0.0.45.96,2025-02-27 11:38:19,,,368.0.0.45.96,Negative
5f2008e8-1dd0-486d-8a01-55671973422f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Halo Instagram kenapa aplikasi dari kamu itu error saat saya ingin mengulang kabar beranda tapi tidak bisa apakah server nya lagi down karna saat saya sudah update tidak bisa mohon di tindak lanjuti dikarenakan saya ingin memakai nya segera,4,1,369.0.0.46.101,2025-03-04 13:48:43,,,369.0.0.46.101,Positive
4f3c33fc-1652-4505-88f5-ec312980dc97,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Tolong Instagram jangan apus fitur koleksi lagu tersimpan saya, dri pencariian lagu. Itu berguna bangettt",3,0,370.1.0.43.96,2025-03-12 08:16:42,,,370.1.0.43.96,Neutral
db46dbca-d8b9-49a0-abb7-b22f2e9e1ab1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Bener-bener gak jelas!! Udah selesai edit, terus mau disimpan malah gak bisa!! Padahal, jaringan bagus pake banget itu. Gimana sih?! Makin diupdate, makin gak banget!!",1,1,371.0.0.36.89,2025-03-15 14:25:16,,,371.0.0.36.89,Negative
9e75ad80-48bb-4a6c-8f31-68d070cdc39f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"ig kenapa? kenapa habis update gabisa di buka? keluar² sendiri, plss di dalemnya itu banyak kenangan Ig jngn gini, perbaiki dong kalau ga kasih alasan knp gitu, kecewa sma Ig..",1,0,371.0.0.36.89,2025-03-17 04:52:42,,,371.0.0.36.89,Negative
ba0efdb7-79da-4dea-aec7-d20e1c2e782d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"ini kenapa tidak bisa mengupload story,selalu muncul notif ""kesalahan"" sampe sekarang tidk ada perbaikan sama sekali,capek bangett ngulang"" mau posting story",1,1,367.0.0.43.89,2025-02-21 11:54:05,,,367.0.0.43.89,Negative
cd671a91-5d0a-4eb1-8a2d-dea83648fffd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"ig sekarang kok gak seru bngt sih,kalo posting ft pake lagu lirik gak gerak kaya cuma setengah doang abis itu ilang (?).Tolong lah yahh di perbaiki lagi semakin di update,semakin aneh 👎",1,2,372.0.0.48.60,2025-03-29 13:12:38,,,372.0.0.48.60,Negative
49c21ff5-c20f-4dc9-ae97-f4a41bc825fb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"sayang bgt filter banyak yang hilang,music di profile udah gabisa di pake gatau kenapa ga muncul di profile,padahal udh updet,& banyak bug lain😔",1,1,369.0.0.46.101,2025-03-04 17:22:37,,,369.0.0.46.101,Negative
b14b57ef-6fab-415d-8578-b5c496d33264,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Hallo min izin mengkonfirmasi bahwa akun saya mengalami eror /tidak bisa refresh halaman ,hanya berupa halaman kosong masalah ini sudah terjadi 4 harian, tolong bantuannya min terimakasih",2,1,367.0.0.43.89,2025-02-15 11:46:06,,,367.0.0.43.89,Negative
930e1b6f-095f-441c-9cb1-440cf5d0a9a1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"banyak informasi yang didapat, lebih mudah untuk mencari sesuatu yang dibutuhkan. selain itu bisa menyimpan tanpa batas memori",5,7,374.0.0.43.67,2025-04-03 10:18:03,,,374.0.0.43.67,Positive
6aa69a03-da51-4cba-9dec-018e18c19880,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"semakin di update semakin parah, sangat tidak nyaman saat nonton reel dan story jadi ngeframe. please pihak instagram segera diperbaiki masalah ini",1,0,371.0.0.36.89,2025-03-17 21:39:11,,,371.0.0.36.89,Negative
3bf4b872-f5ae-489d-b964-6f504a5c59ed,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"bug lama masih ada terus smpe skrang ndka diperbaikin, contohnya kek kelempar sg orang lain padahal yang diteken bukan itu, kegeser geser kesg sblahnya trus kbuka juga. tolong diperbaiki instagram🙏🏻",1,5,373.0.0.46.67,2025-03-31 07:29:07,,,373.0.0.46.67,Negative
c791a4e5-6146-415f-94ef-ccfc16290678,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"apk nya bagus cuman kekurangan nya 1 kita ga bisa melihat siapa yang unfoll kita,, tolong lah buat instagram buat fitur yang dapat melihat siapa yang telah meng-unfoll trmksh",4,0,370.1.0.43.96,2025-03-15 08:32:05,,,370.1.0.43.96,Positive
b900fbfc-84ca-47c5-b1a3-910b51e7eea6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"tolong dong diperbaiki kualitas fotonya, kalo pake filter hasilnya jadi pecah, kalo di tata letak juga pecah",1,1,371.0.0.36.89,2025-03-14 21:00:21,,,371.0.0.36.89,Negative
19353105-05b2-43e0-bd58-93b6e1138c14,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"saya tidak puas karena setiap kali saya melihat postingan berjenis foto pasti berwarna hitam dan berputar warna putih di tengahnya,padahal sinyal saya bagus,mohon segera di perbaiki kalo pun itu cuman akun saya",1,4,374.0.0.0.60,2025-04-05 05:22:59,,,374.0.0.0.60,Negative
e68f94d2-d607-4090-a874-f9900063f9bd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"tolong jangan hilangkan fitur pause dengan tap layar di reels, itu sangat membantu daripada harus pause dengan cara menahan layar",4,1,370.1.0.43.96,2025-03-11 10:04:46,,,370.1.0.43.96,Positive
580a57e4-dcb0-4122-9cb4-9f093fedc259,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Instagram sekarang sangat bagus bgt,tpi kalau buat filter lumayan lah ya,mungkin lain kali filternya tambah bagus lagi yaa",5,4,367.0.0.43.89,2025-02-15 10:26:07,,,367.0.0.43.89,Positive
